elapsed_s,policy,workload,agent,queue_length,arrival_rate,avg_latency_ms,throughput,sla_violation_rate,gpu_share,timestamp
110.13,round_robin,paper_default,vision,548,13.2,22843.62,4.867,0.9981,0.15,1777817498.1570952
110.13,round_robin,paper_default,reasoning,282,6.5,22214.83,2.424,1.0,0.55,1777817498.1571038
115.13,round_robin,paper_default,coord,829,21.2,20509.59,8.034,0.9968,0.15,1777817503.1592486
115.13,round_robin,paper_default,nlp,534,13.1,24295.32,4.161,0.9958,0.15,1777817503.1592617
115.13,round_robin,paper_default,vision,582,12.6,24026.77,4.96,0.9982,0.55,1777817503.1592722
115.13,round_robin,paper_default,reasoning,295,5.9,23706.72,2.502,1.0,0.15,1777817503.159283
120.14,round_robin,paper_default,coord,878,22.4,21647.46,8.157,0.9969,0.55,1777817508.175235
120.14,round_robin,paper_default,nlp,558,12.2,25462.2,4.22,0.9961,0.15,1777817508.1752486
120.14,round_robin,paper_default,vision,615,13.9,25334.18,5.077,0.9984,0.15,1777817508.1752584
120.14,round_robin,paper_default,reasoning,312,6.7,24839.96,2.53,1.0,0.15,1777817508.175268
125.16,round_robin,paper_default,coord,914,20.1,22897.74,8.317,0.9971,0.15,1777817513.1909196
125.16,round_robin,paper_default,nlp,589,10.8,26548.84,4.251,0.9962,0.55,1777817513.190931
125.16,round_robin,paper_default,vision,655,14.4,26391.29,5.129,0.9984,0.15,1777817513.1909406
125.16,round_robin,paper_default,reasoning,331,6.6,25928.14,2.549,1.0,0.15,1777817513.1909502
