elapsed_s,policy,workload,agent,queue_length,arrival_rate,avg_latency_ms,throughput,sla_violation_rate,gpu_share,timestamp
6.01,adaptive,paper_default,coord,4,22.6,162.55,36.277,0.2385,0.3346,1777539109.4363573
6.01,adaptive,paper_default,nlp,0,14.5,203.61,23.464,0.461,0.165,1777539109.4363773
6.01,adaptive,paper_default,vision,41,16.7,903.53,20.302,0.9754,0.253,1777539109.43639
6.01,adaptive,paper_default,reasoning,1,9.7,428.51,15.31,0.9457,0.2475,1777539109.4364002
11.02,adaptive,paper_default,coord,1,46.4,122.03,41.641,0.1198,0.3186,1777539114.4497344
11.02,adaptive,paper_default,nlp,38,28.8,489.23,22.408,0.664,0.1802,1777539114.4497375
11.02,adaptive,paper_default,vision,69,32.5,1410.39,22.952,0.9881,0.2309,1777539114.4497397
11.02,adaptive,paper_default,reasoning,14,20.1,487.14,16.693,0.9728,0.2703,1777539114.449742
16.04,adaptive,paper_default,coord,0,47.7,108.4,43.652,0.0786,0.3186,1777539119.4638789
16.04,adaptive,paper_default,nlp,70,28.9,992.2,22.449,0.7694,0.1802,1777539119.4638917
16.04,adaptive,paper_default,vision,107,31.3,1906.84,23.073,0.9919,0.2309,1777539119.463902
16.04,adaptive,paper_default,reasoning,18,21.2,563.09,17.897,0.9826,0.2703,1777539119.4639103
21.04,adaptive,paper_default,coord,1,45.9,106.89,43.669,0.0598,0.2482,1777539124.4719164
21.04,adaptive,paper_default,nlp,97,29.4,1499.98,22.951,0.8282,0.2062,1777539124.4719195
21.04,adaptive,paper_default,vision,141,31.8,2450.45,23.759,0.994,0.2691,1777539124.471922
21.04,adaptive,paper_default,reasoning,30,22.4,744.65,18.627,0.9872,0.2765,1777539124.4719243
26.05,adaptive,paper_default,coord,3,44.0,111.96,43.641,0.0493,0.2482,1777539129.4833493
26.05,adaptive,paper_default,nlp,129,31.1,1982.57,23.529,0.8646,0.2062,1777539129.4833627
26.05,adaptive,paper_default,vision,142,30.2,3026.62,24.488,0.9953,0.2691,1777539129.4833734
26.05,adaptive,paper_default,reasoning,27,21.9,908.11,19.076,0.9899,0.2765,1777539129.4833827
31.07,adaptive,paper_default,coord,21,45.0,139.91,43.417,0.1594,0.2461,1777539134.498405
31.07,adaptive,paper_default,nlp,137,31.9,2399.94,24.557,0.8912,0.2226,1777539134.4984078
31.07,adaptive,paper_default,vision,177,30.2,3442.98,24.685,0.9961,0.2631,1777539134.4984102
31.07,adaptive,paper_default,reasoning,31,21.1,1018.63,19.375,0.9917,0.2682,1777539134.4984126
36.07,adaptive,paper_default,coord,23,45.8,209.62,43.661,0.28,0.2461,1777539139.5012176
36.07,adaptive,paper_default,nlp,151,31.5,2748.7,25.115,0.9084,0.2226,1777539139.5012207
36.07,adaptive,paper_default,vision,197,32.0,3820.14,25.032,0.9967,0.2631,1777539139.501223
36.07,adaptive,paper_default,reasoning,26,20.7,1122.92,19.543,0.9929,0.2682,1777539139.5012255
41.09,adaptive,paper_default,coord,44,46.5,289.56,43.609,0.3672,0.264,1777539144.5237484
41.09,adaptive,paper_default,nlp,153,30.4,3084.47,25.576,0.921,0.2078,1777539144.5237534
41.09,adaptive,paper_default,vision,217,31.3,4202.71,25.333,0.9971,0.2718,1777539144.5237575
41.09,adaptive,paper_default,reasoning,19,19.1,1170.39,19.614,0.9938,0.2564,1777539144.5237608
46.11,adaptive,paper_default,coord,31,46.2,368.7,44.068,0.4419,0.2391,1777539149.5382257
46.11,adaptive,paper_default,nlp,162,28.8,3374.08,25.678,0.9299,0.2099,1777539149.538231
46.11,adaptive,paper_default,vision,236,31.5,4560.58,25.569,0.9975,0.2862,1777539149.5382345
46.11,adaptive,paper_default,reasoning,36,20.9,1189.92,19.627,0.9945,0.2647,1777539149.5382383
51.12,adaptive,paper_default,coord,49,46.3,421.41,44.016,0.496,0.2428,1777539154.5456955
51.12,adaptive,paper_default,nlp,194,30.5,3649.43,25.745,0.9369,0.2173,1777539154.5456991
51.12,adaptive,paper_default,vision,255,31.9,4907.86,25.862,0.9977,0.2713,1777539154.5457013
51.12,adaptive,paper_default,reasoning,50,23.2,1271.35,19.7,0.995,0.2686,1777539154.545704
56.13,adaptive,paper_default,coord,54,46.3,496.27,44.042,0.5413,0.2405,1777539159.5572052
56.13,adaptive,paper_default,nlp,210,31.6,3909.22,25.869,0.9428,0.225,1777539159.5572088
56.13,adaptive,paper_default,vision,266,31.1,5228.89,26.03,0.9979,0.2694,1777539159.5572114
56.13,adaptive,paper_default,reasoning,46,21.8,1386.21,19.83,0.9955,0.2651,1777539159.5572138
