elapsed_s,policy,workload,agent,queue_length,arrival_rate,avg_latency_ms,throughput,sla_violation_rate,gpu_share,timestamp
6.0,round_robin,paper_default,coord,38,21.4,334.97,28.649,0.4302,0.15,1777539229.8643677
6.0,round_robin,paper_default,nlp,25,14.7,354.36,19.654,0.661,0.15,1777539229.864387
6.0,round_robin,paper_default,vision,32,14.7,981.22,18.488,0.9279,0.55,1777539229.8644004
6.0,round_robin,paper_default,reasoning,14,10.2,689.45,13.991,0.9643,0.15,1777539229.8644106
11.01,round_robin,paper_default,coord,13,45.1,550.49,39.405,0.7396,0.55,1777539234.8753812
11.01,round_robin,paper_default,nlp,33,28.9,528.04,22.971,0.7747,0.15,1777539234.8753939
11.01,round_robin,paper_default,vision,87,31.5,1615.03,20.338,0.9643,0.15,1777539234.8754046
11.01,round_robin,paper_default,reasoning,33,20.6,1003.0,15.344,0.9822,0.15,1777539234.8754158
16.02,round_robin,paper_default,coord,47,47.1,662.5,39.639,0.822,0.15,1777539239.880833
16.02,round_robin,paper_default,nlp,5,28.5,606.1,26.405,0.8582,0.55,1777539239.8808362
16.02,round_robin,paper_default,vision,156,34.2,2343.06,20.6,0.9758,0.15,1777539239.8808389
16.02,round_robin,paper_default,reasoning,36,19.6,1206.81,16.105,0.9884,0.15,1777539239.880841
21.02,round_robin,paper_default,coord,69,45.7,854.99,39.717,0.8647,0.15,1777539244.8855143
21.02,round_robin,paper_default,nlp,26,30.8,713.98,27.017,0.8944,0.15,1777539244.8855193
21.02,round_robin,paper_default,vision,201,33.5,3044.81,21.167,0.982,0.15,1777539244.8855238
21.02,round_robin,paper_default,reasoning,41,20.2,1411.87,17.266,0.9917,0.55,1777539244.8855274
26.03,round_robin,paper_default,coord,97,44.2,1029.98,39.497,0.8901,0.15,1777539249.889225
26.03,round_robin,paper_default,nlp,33,30.6,800.72,26.972,0.9145,0.15,1777539249.889247
26.03,round_robin,paper_default,vision,234,32.8,3910.85,22.323,0.9862,0.55,1777539249.8892567
26.03,round_robin,paper_default,reasoning,62,22.0,1702.12,17.366,0.9934,0.15,1777539249.889266
31.04,round_robin,paper_default,coord,89,45.8,1227.69,41.044,0.9113,0.55,1777539254.903353
31.04,round_robin,paper_default,nlp,51,29.5,863.83,26.997,0.9284,0.15,1777539254.903365
31.04,round_robin,paper_default,vision,271,32.4,4620.42,22.552,0.9886,0.15,1777539254.9033747
31.04,round_robin,paper_default,reasoning,101,23.5,2005.63,17.365,0.9944,0.15,1777539254.903385
36.05,round_robin,paper_default,coord,93,45.9,1373.25,41.392,0.9243,0.15,1777539259.9098353
36.05,round_robin,paper_default,nlp,27,29.9,941.92,27.964,0.9405,0.55,1777539259.9098482
36.05,round_robin,paper_default,vision,314,31.2,5293.67,22.555,0.9902,0.15,1777539259.9098573
36.05,round_robin,paper_default,reasoning,132,23.7,2408.22,17.2,0.9952,0.15,1777539259.9098654
41.06,round_robin,paper_default,coord,125,45.1,1514.77,41.139,0.9331,0.15,1777539264.9199917
41.06,round_robin,paper_default,nlp,27,29.9,961.56,28.278,0.9483,0.15,1777539264.9200048
41.06,round_robin,paper_default,vision,372,32.5,5952.34,22.53,0.9914,0.15,1777539264.9200146
41.06,round_robin,paper_default,reasoning,144,21.8,2937.15,17.415,0.9958,0.55,1777539264.920024
46.07,round_robin,paper_default,coord,161,46.6,1668.95,41.043,0.9402,0.15,1777539269.9396718
46.07,round_robin,paper_default,nlp,31,30.0,992.73,28.302,0.954,0.15,1777539269.939698
46.07,round_robin,paper_default,vision,390,32.0,6706.91,22.941,0.9924,0.55,1777539269.93971
46.07,round_robin,paper_default,reasoning,149,21.0,3463.94,17.667,0.9963,0.15,1777539269.9397192
51.09,round_robin,paper_default,coord,164,47.6,1858.43,41.633,0.9469,0.55,1777539274.9511073
51.09,round_robin,paper_default,nlp,34,28.9,998.19,28.245,0.9584,0.15,1777539274.9511104
51.09,round_robin,paper_default,vision,432,31.8,7388.39,23.155,0.9932,0.15,1777539274.9511127
51.09,round_robin,paper_default,reasoning,177,21.8,3893.56,17.636,0.9967,0.15,1777539274.951115
56.1,round_robin,paper_default,coord,159,45.7,2039.64,41.889,0.9519,0.15,1777539279.9627392
56.1,round_robin,paper_default,nlp,31,28.9,1012.14,28.413,0.9624,0.55,1777539279.9627423
56.1,round_robin,paper_default,vision,503,34.9,8011.72,23.048,0.9938,0.15,1777539279.9627445
56.1,round_robin,paper_default,reasoning,192,21.0,4273.03,17.504,0.9969,0.15,1777539279.962747
