elapsed_s,policy,workload,agent,queue_length,arrival_rate,avg_latency_ms,throughput,sla_violation_rate,gpu_share,timestamp
6.01,static,high_reasoning,coord,0,11.2,96.23,18.144,0.0,0.25,1777538556.6686814
6.01,static,high_reasoning,nlp,1,11.4,144.85,18.144,0.0917,0.25,1777538556.6686988
6.01,static,high_reasoning,vision,0,6.7,165.8,10.653,0.125,0.25,1777538556.6687105
6.01,static,high_reasoning,reasoning,132,22.6,1719.92,14.981,1.0,0.25,1777538556.6687198
11.02,static,high_reasoning,coord,0,23.3,95.2,20.879,0.0,0.25,1777538561.6776617
11.02,static,high_reasoning,nlp,0,22.8,147.57,20.516,0.1062,0.25,1777538561.6776736
11.02,static,high_reasoning,vision,0,14.6,169.65,13.254,0.1781,0.25,1777538561.6776826
11.02,static,high_reasoning,reasoning,279,46.7,3242.98,16.794,1.0,0.25,1777538561.6776922
